1;261.21;211.0;211.0
2;257.02;211.0;211.0
3;254.74;211.0;211.0
4;247.18;210.0;210.0
5;244.81;210.0;210.0
6;250.41;210.0;210.0
7;253.78;211.0;210.0
8;253.42;210.0;210.0
9;243.69;210.0;210.0
10;246.74;210.0;210.0
11;244.02;210.0;210.0
12;245.36;210.0;210.0
13;235.87;210.0;210.0
14;242.76;210.0;210.0
15;240.07;210.0;210.0
16;237.61;210.0;210.0
17;240.3;210.0;210.0
18;238.62;210.0;210.0
19;232.1;210.0;210.0
20;227.04;210.0;210.0
21;233.73;211.0;210.0
22;228.53;211.0;210.0
23;227.16;211.0;210.0
24;225.92;211.0;210.0
25;223.66;211.0;210.0
26;227.95;211.0;210.0
27;224.46;210.0;210.0
28;226.74;210.0;210.0
29;222.67;210.0;210.0
30;222.71;210.0;210.0
31;222.25;210.0;210.0
32;222.44;210.0;210.0
33;225.49;210.0;210.0
34;223.54;210.0;210.0
35;226.7;210.0;210.0
36;225.64;210.0;210.0
37;224.49;210.0;210.0
38;223.82;210.0;210.0
39;220.66;210.0;210.0
40;221.18;210.0;210.0
41;223.48;210.0;210.0
42;225.07;211.0;210.0
43;218.92;210.0;210.0
44;217.26;210.0;210.0
45;219.38;210.0;210.0
46;220.22;210.0;210.0
47;220.78;210.0;210.0
48;221.01;210.0;210.0
49;218.81;210.0;210.0
50;220.01;210.0;210.0
51;217.63;210.0;210.0
52;216.83;210.0;210.0
53;218.32;210.0;210.0
54;216.52;210.0;210.0
55;219.04;210.0;210.0
56;217.53;210.0;210.0
57;220.83;210.0;210.0
58;220.72;211.0;210.0
59;221.27;210.0;210.0
60;217.12;210.0;210.0
61;220.74;210.0;210.0
62;220.22;210.0;210.0
63;223.23;210.0;210.0
64;218.15;210.0;210.0
65;218.87;210.0;210.0
66;219.87;210.0;210.0
67;220.97;210.0;210.0
68;227.61;210.0;210.0
69;225.29;210.0;210.0
70;221.63;210.0;210.0
71;231.52;210.0;210.0
72;229.64;210.0;210.0
73;225.82;210.0;210.0
74;229.88;210.0;210.0
75;221.02;210.0;210.0
76;221.07;210.0;210.0
77;220.56;210.0;210.0
78;226.19;210.0;210.0
79;219.47;210.0;210.0
80;222.34;210.0;210.0
81;220.25;210.0;210.0
82;220.13;210.0;210.0
83;223.92;210.0;210.0
84;218.58;210.0;210.0
85;219.33;210.0;210.0
86;221.25;210.0;210.0
87;220.38;210.0;210.0
88;219.34;210.0;210.0
89;217.78;210.0;210.0
90;218.47;210.0;210.0
91;219.1;210.0;210.0
92;220.82;210.0;210.0
93;221.34;210.0;210.0
94;220.34;210.0;210.0
95;218.93;210.0;210.0
96;219.23;210.0;210.0
97;220.69;210.0;210.0
98;217.94;210.0;210.0
99;218.1;210.0;210.0
100;221.63;210.0;210.0
