1;267.82;210.0;210.0
2;254.05;212.0;210.0
3;255.0;211.0;210.0
4;254.98;211.0;210.0
5;243.9;211.0;210.0
6;244.85;210.0;210.0
7;238.69;210.0;210.0
8;236.78;210.0;210.0
9;234.3;210.0;210.0
10;231.18;210.0;210.0
11;232.09;210.0;210.0
12;230.51;210.0;210.0
13;230.29;210.0;210.0
14;233.06;210.0;210.0
15;229.39;210.0;210.0
16;227.3;210.0;210.0
17;230.38;210.0;210.0
18;232.09;210.0;210.0
19;231.76;210.0;210.0
20;223.73;210.0;210.0
21;224.63;210.0;210.0
22;228.27;210.0;210.0
23;231.66;210.0;210.0
24;227.69;210.0;210.0
25;226.36;213.0;210.0
26;230.22;210.0;210.0
27;236.54;213.0;210.0
28;232.29;212.0;210.0
29;234.7;212.0;210.0
30;231.49;210.0;210.0
31;229.31;210.0;210.0
32;228.15;210.0;210.0
33;227.62;210.0;210.0
34;224.31;210.0;210.0
35;226.67;211.0;210.0
36;232.06;210.0;210.0
37;229.86;210.0;210.0
38;225.37;210.0;210.0
39;224.71;210.0;210.0
40;224.0;210.0;210.0
41;226.08;211.0;210.0
42;224.43;213.0;210.0
43;222.03;211.0;210.0
44;221.67;213.0;210.0
45;221.15;213.0;210.0
46;221.42;213.0;210.0
47;220.67;210.0;210.0
48;219.03;210.0;210.0
49;223.39;210.0;210.0
50;222.47;212.0;210.0
51;220.9;212.0;210.0
52;219.77;212.0;210.0
53;222.06;212.0;210.0
54;221.38;212.0;210.0
55;219.24;211.0;210.0
56;220.08;211.0;210.0
57;221.54;212.0;210.0
58;222.05;212.0;210.0
59;218.84;211.0;210.0
60;216.57;211.0;210.0
61;220.72;211.0;210.0
62;218.39;211.0;210.0
63;221.37;211.0;210.0
64;221.69;211.0;210.0
65;221.39;211.0;210.0
66;216.39;211.0;210.0
67;219.54;211.0;210.0
68;219.96;211.0;210.0
69;219.58;211.0;210.0
70;221.26;211.0;210.0
71;221.27;211.0;210.0
72;220.87;211.0;210.0
73;218.37;211.0;210.0
74;222.8;211.0;210.0
75;226.02;211.0;210.0
76;227.6;211.0;210.0
77;220.32;211.0;210.0
78;221.82;211.0;210.0
79;222.56;211.0;210.0
80;219.51;211.0;210.0
81;226.18;211.0;210.0
82;219.42;211.0;210.0
83;220.5;211.0;210.0
84;221.52;211.0;210.0
85;220.13;210.0;210.0
86;219.44;210.0;210.0
87;217.53;210.0;210.0
88;222.38;210.0;210.0
89;220.71;211.0;210.0
90;223.15;211.0;210.0
91;223.0;211.0;210.0
92;219.38;211.0;210.0
93;220.85;211.0;210.0
94;223.47;211.0;210.0
95;223.89;211.0;210.0
96;223.05;211.0;210.0
97;223.23;211.0;210.0
98;228.17;211.0;210.0
99;224.97;211.0;210.0
100;220.25;211.0;210.0
